zonas,areas_quartos,enderecos,precos
oeste,52 m² construídos2 quartos,"Rua Cardeal Arcoverde, 1183, Pinheiros, São Paulo Zona Oeste, São Paulo",2.500
oeste,97 m² construídos2 quartos,"R Conego Eugenio Leite, 524, Pinheiros, São Paulo Zona Oeste, São Paulo",3.600
oeste,75 m² construídos3 quartos,"Praça General Porto Carreiro, Jaguaré, São Paulo Zona Oeste, São Paulo",2.400
oeste,55 m² construídos2 quartos,"Avenida Jaguaré, Jaguaré, São Paulo Zona Oeste, São Paulo",1.700
oeste,36 m² construídos1 quarto,"Natingui 930, Pinheiros, São Paulo Zona Oeste, São Paulo",2.700
oeste,74 m² construídos3 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",1.300
oeste,82 m² construídos2 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",3.300
oeste,65 m² construídos3 quartos,"Parque Continental, São Paulo Zona Oeste, São Paulo",2.000
oeste,76 m² construídos3 quartos,"Vila São Francisco, São Paulo Zona Oeste, São Paulo",3.000
oeste,63 m² construídos3 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",2.300
oeste,104 m² construídos2 quartos,"Jardim Olympia, São Paulo Zona Oeste, São Paulo",3.000
oeste,78 m² construídos3 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",1.700
oeste,84 m² construídos3 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",2.600
oeste,65 m² construídos3 quartos,"Parque Continental, São Paulo Zona Oeste, São Paulo",1.650
oeste,80 m² construídos2 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",2.450
oeste,40 m² construídos1 quarto,"Jaguaré, São Paulo Zona Oeste, São Paulo",1.409
oeste,65 m² construídos3 quartos,"Parque Continental, São Paulo Zona Oeste, São Paulo",1.650
oeste,78 m² construídos2 quartos,"Vila Pirajussara, São Paulo Zona Oeste, São Paulo",3.500
oeste,105 m² construídos3 quartos,"Jardim Taboão, São Paulo Zona Oeste, São Paulo",4.000
oeste,60 m² construídos2 quartos,"Rua Tucuna, 999, Perdizes, São Paulo Zona Oeste, São Paulo",1.900
oeste,20 m² construídos1 quarto,"Rua Bica De Pedra, 0000, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",800
oeste,40 m² construídos1 quarto,"Rua Ministro Godói, 603, Perdizes, São Paulo Zona Oeste, São Paulo",2.100
oeste,49 m² construídos2 quartos,"Rua Barão Do Bananal, 0000, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.200
oeste,49 m² construídos2 quartos,"Rua Cardeal Arcoverde, 1111, Pinheiros, São Paulo Zona Oeste, São Paulo",3.000
oeste,57 m² construídos2 quartos,"R Melo Palheta, Água Branca, São Paulo Zona Oeste, São Paulo",2.000
oeste,60 m² construídos1 quarto,"Rua Emílio Goeldi, 0000, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",2.000
oeste,45 m² construídos1 quarto,"Rua Raul Pompéia, 1007, Conjunto Residencial Morada Do Sol, São Paulo Zona Oeste, São Paulo",1.700
oeste,94 m² construídos1 quarto,"Rua Armando Brussolo, 000, Vila Romana, São Paulo Zona Oeste, São Paulo",2.200
oeste,45 m² construídos1 quarto,"Rua Barão Do Bananal, 0000, Vila Pompéia, São Paulo Zona Oeste, São Paulo",1.900
oeste,55 m² construídos1 quarto,"Rua Raul Pompéia, 1.007, Vila Pompéia, São Paulo Zona Oeste, São Paulo",1.700
oeste,49 m² construídos1 quarto,"Rua Wanderley, 1637, Perdizes, São Paulo Zona Oeste, São Paulo",1.750
oeste,42 m² construídos1 quarto,"Rua Alves Guimarães, 400, Pinheiros, São Paulo Zona Oeste, São Paulo",3.300
oeste,50 m² construídos1 quarto,"Rua Armando Brussolo, 0000, Vila Romana, São Paulo Zona Oeste, São Paulo",1.600
oeste,55 m² construídos3 quartos,"Rua Professor Celso Quirino Dos Santos, 250, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",1.350
oeste,66 m² construídos3 quartos,"Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",2.000
oeste,40 m² construídos1 quarto,"Jaguaré, São Paulo Zona Oeste, São Paulo",1.250
oeste,100 m² construídos3 quartos,"Rua Dos Pinheiros, Pinheiros, São Paulo Zona Oeste, São Paulo",2.500
oeste,83 m² construídos3 quartos,"Rua Piracuama, Perdizes, São Paulo Zona Oeste, São Paulo",2.800
oeste,130 m² construídos3 quartos,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",4.700
oeste,135 m² construídos3 quartos,"Avenida Higienópolis, Higienópolis, São Paulo Zona Oeste, São Paulo",4.500
oeste,100 m² construídos3 quartos,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",3.800
oeste,38 m² construídos1 quarto,"Rua Alves Guimaraes, Pinheiros, São Paulo Zona Oeste, São Paulo",2.800
oeste,62 m² construídos2 quartos,"Rua Monte Alegre, Perdizes, São Paulo Zona Oeste, São Paulo",2.700
oeste,52 m² construídos2 quartos,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2.150
oeste,45 m² construídos1 quarto,"Rua Manuel Guedes, Jardim Europa, São Paulo Zona Oeste, São Paulo",3.400
oeste,216 m² construídos3 quartos,"Rua Califórnia, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.600
oeste,55 m² construídos2 quartos,"Rua Hungara, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2.200
oeste,70 m² construídos2 quartos,"Rua Tonelero, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2.400
oeste,70 m² construídos2 quartos,"Rua Tonelero, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2.500
oeste,37 m² construídos1 quarto,"Rolinópolis, São Paulo Zona Oeste, São Paulo",1.900
oeste,102 m² construídos2 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",6.700
oeste,52 m² construídos2 quartos,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2.400
oeste,58 m² construídos2 quartos,"Rolinópolis, São Paulo Zona Oeste, São Paulo",3.500
oeste,93 m² construídos3 quartos,"Rua Flórida, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.900
oeste,250 m² construídos4 quartos,"Rua Tucumã, Jardim Europa, São Paulo Zona Oeste, São Paulo",13.020
oeste,177 m² construídos3 quartos,"Rua Professor Artur Ramos, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",5.800
oeste,168 m² construídos3 quartos,"Água Branca, São Paulo Zona Oeste, São Paulo",8.200
oeste,41 m² construídos1 quarto,"Avenida Reboucas, Pinheiros, São Paulo Zona Oeste, São Paulo",5.700
oeste,80 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.000
oeste,282 m² construídos4 quartos,"Rua Pablo Picasso, Água Branca, São Paulo Zona Oeste, São Paulo",22.000
oeste,80 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.300
oeste,120 m² construídos3 quartos,"Rua Manuel Guedes, Jardim Europa, São Paulo Zona Oeste, São Paulo",6.300
oeste,70 m² construídos2 quartos,"Rua Minerva, Perdizes, São Paulo Zona Oeste, São Paulo",2.500
oeste,250 m² construídos4 quartos,"Rua Tucumã, Jardim Europa, São Paulo Zona Oeste, São Paulo",14.800
oeste,36 m² construídos1 quarto,"Rua Barao Do Bananal, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.200
oeste,177 m² construídos3 quartos,"Rua Professor Artur Ramos, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",6.200
oeste,152 m² construídos3 quartos,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",5.600
oeste,60 m² construídos2 quartos,"Rua Padre Caresia, Jaguaré, São Paulo Zona Oeste, São Paulo",1.600
oeste,80 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",6.500
oeste,75 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",5.500
oeste,115 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.500
oeste,500 m² construídos4 quartos,"Higienópolis, São Paulo Zona Oeste, São Paulo",35.000
oeste,123 m² construídos3 quartos,"Rua Iperoig, Perdizes, São Paulo Zona Oeste, São Paulo",3.000
oeste,110 m² construídos3 quartos,"Rua Piracuama, Perdizes, São Paulo Zona Oeste, São Paulo",2.600
oeste,217 m² construídos3 quartos,"Rua Piaui, Higienópolis, São Paulo Zona Oeste, São Paulo",6.500
oeste,78 m² construídos2 quartos,"Rua Joaquim Antunes, Pinheiros, São Paulo Zona Oeste, São Paulo",4.000
oeste,52 m² construídos2 quartos,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2.300
oeste,94 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.400
oeste,30 m² construídos1 quarto,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.200
oeste,98 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",9.000
oeste,76 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.400
oeste,80 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",7.574
oeste,75 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.500
oeste,110 m² construídos3 quartos,"Perdizes, São Paulo Zona Oeste, São Paulo",3.500
oeste,38 m² construídos1 quarto,"Avenida Pompeia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.200
oeste,57 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",4.700
oeste,75 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.400
oeste,54 m² construídos1 quarto,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.990
oeste,90 m² construídos2 quartos,"Rua Doutor Miranda De Azevedo, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.700
oeste,41 m² construídos1 quarto,"Avenida Reboucas, Pinheiros, São Paulo Zona Oeste, São Paulo",6.150
oeste,34 m² construídos1 quarto,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",2.700
oeste,31 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",3.265
oeste,84 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.700
oeste,44 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.059
oeste,86 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.800
oeste,138 m² construídos3 quartos,"Rua Ministro Godoi, Perdizes, São Paulo Zona Oeste, São Paulo",2.400
oeste,25 m² construídos1 quarto,"Rua Turiassu, Perdizes, São Paulo Zona Oeste, São Paulo",2.400
oeste,43 m² construídos2 quartos,"Rua Francisco Luís De Souza Júnior, Água Branca, São Paulo Zona Oeste, São Paulo",1.900
oeste,190 m² construídos3 quartos,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",4.000
oeste,89 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",6.200
oeste,70 m² construídos2 quartos,"Rolinópolis, São Paulo Zona Oeste, São Paulo",4.000
oeste,56 m² construídos2 quartos,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2.799
oeste,86 m² construídos2 quartos,"Rua Alves Guimaraes, Pinheiros, São Paulo Zona Oeste, São Paulo",3.000
oeste,60 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.300
oeste,164 m² construídos4 quartos,"Rua Rio De Janeiro, Higienópolis, São Paulo Zona Oeste, São Paulo",5.000
oeste,127 m² construídos3 quartos,"Jardim Paulistano, São Paulo Zona Oeste, São Paulo",4.500
oeste,48 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",2.650
oeste,150 m² construídos4 quartos,"Rua Pascoal Vita, Vila Madalena, São Paulo Zona Oeste, São Paulo",8.200
oeste,38 m² construídos1 quarto,"Avenida Pompeia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.200
oeste,90 m² construídos2 quartos,"Avenida Pavão, Recanto Paraíso, São Paulo Zona Oeste, São Paulo",3.000
oeste,37 m² construídos1 quarto,"Jardim Paulistano, São Paulo Zona Oeste, São Paulo",4.837
oeste,50 m² construídos1 quarto,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.150
oeste,34 m² construídos1 quarto,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.200
oeste,65 m² construídos2 quartos,"Rua  Apiacas, Perdizes, São Paulo Zona Oeste, São Paulo",2.300
oeste,60 m² construídos2 quartos,"Água Branca, São Paulo Zona Oeste, São Paulo",2.900
oeste,74 m² construídos1 quarto,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.148
oeste,82 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.800
oeste,83 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.750
oeste,35 m² construídos1 quarto,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",2.000
oeste,47 m² construídos2 quartos,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",2.400
oeste,34 m² construídos1 quarto,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.200
oeste,46 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",6.500
oeste,130 m² construídos2 quartos,"R. Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",5.900
oeste,210 m² construídos3 quartos,"Jardim Europa, São Paulo Zona Oeste, São Paulo",12.000
oeste,60 m² construídos1 quarto,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",2.500
oeste,42 m² construídos1 quarto,"Rua Campevas, Perdizes, São Paulo Zona Oeste, São Paulo",1.650
oeste,95 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.000
oeste,125 m² construídos3 quartos,"Rua Diana, Perdizes, São Paulo Zona Oeste, São Paulo",4.300
oeste,116 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.500
oeste,72 m² construídos2 quartos,"Rua Faustolo, Lapa, São Paulo Zona Oeste, São Paulo",3.800
oeste,80 m² construídos2 quartos,"Rua Venancio Aires, Vila Pompéia, São Paulo Zona Oeste, São Paulo",3.000
oeste,38 m² construídos1 quarto,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.100
oeste,45 m² construídos2 quartos,"Rua Moxei, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",990
oeste,70 m² construídos3 quartos,"Vila Suzana, São Paulo Zona Oeste, São Paulo",2.200
oeste,44 m² construídos1 quarto,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.840
oeste,53 m² construídos1 quarto,"Rua George Ohm, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.450
oeste,160 m² construídos3 quartos,"Rua Doutor Homem De Melo, Perdizes, São Paulo Zona Oeste, São Paulo",5.500
oeste,35 m² construídos1 quarto,"Rua Doutor Franco Da Rocha, Perdizes, São Paulo Zona Oeste, São Paulo",2.600
oeste,37 m² construídos1 quarto,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2.500
oeste,68 m² construídos2 quartos,"Avenida Miguel Frias E Vasconcelos, Jaguaré, São Paulo Zona Oeste, São Paulo",2.500
oeste,72 m² construídos3 quartos,"Rua Apinajes, Perdizes, São Paulo Zona Oeste, São Paulo",1.900
oeste,60 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.200
oeste,63 m² construídos3 quartos,"Rua Doutor Miranda De Azevedo, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2.200
oeste,100 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.000
oeste,73 m² construídos2 quartos,"Pinheiros, São Paulo Zona Oeste, São Paulo",4.000
oeste,60 m² construídos2 quartos,"Rua Raul Pompeia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.500
oeste,80 m² construídos2 quartos,"Rua Caiubi, Perdizes, São Paulo Zona Oeste, São Paulo",3.000
oeste,40 m² construídos1 quarto,"Rua Paulistânia, Sumarezinho, São Paulo Zona Oeste, São Paulo",2.700
oeste,83 m² construídos1 quarto,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.500
oeste,76 m² construídos3 quartos,"Rua Apiacas, Perdizes, São Paulo Zona Oeste, São Paulo",2.400
oeste,79 m² construídos2 quartos,"Rua Marc Chagall, Água Branca, São Paulo Zona Oeste, São Paulo",4.800
oeste,60 m² construídos2 quartos,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",2.600
oeste,44 m² construídos1 quarto,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.000
oeste,94 m² construídos3 quartos,"Pinheiros, São Paulo Zona Oeste, São Paulo",3.500
oeste,52 m² construídos2 quartos,"Rua Bartira, Perdizes, São Paulo Zona Oeste, São Paulo",2.000
oeste,45 m² construídos2 quartos,"Rua Moxei, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",990
oeste,70 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.700
oeste,150 m² construídos2 quartos,"Jardim Europa, São Paulo Zona Oeste, São Paulo",11.500
oeste,60 m² construídos2 quartos,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",2.200
oeste,59 m² construídos2 quartos,"Água Branca, São Paulo Zona Oeste, São Paulo",2.800
oeste,46 m² construídos1 quarto,"Rua Arruda Alvim, Pinheiros, São Paulo Zona Oeste, São Paulo",3.500
oeste,58 m² construídos1 quarto,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2.600
oeste,106 m² construídos3 quartos,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",2.300
oeste,55 m² construídos1 quarto,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.800
oeste,80 m² construídos2 quartos,"Rua Cônego Eugênio Leite, Pinheiros, São Paulo Zona Oeste, São Paulo",2.600
oeste,31 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",3.265
oeste,109 m² construídos2 quartos,"R Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",4.600
oeste,25 m² construídos1 quarto,"Rua Alves Guimaraes, Pinheiros, São Paulo Zona Oeste, São Paulo",3.500
oeste,65 m² construídos2 quartos,"R Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.500
oeste,48 m² construídos1 quarto,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",1.800
oeste,55 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.900
oeste,35 m² construídos1 quarto,"Vila Suzana, São Paulo Zona Oeste, São Paulo",1.350
oeste,80 m² construídos3 quartos,"Rua Xerentes, Perdizes, São Paulo Zona Oeste, São Paulo",2.700
oeste,32 m² construídos1 quarto,"Rua Aurelia, Vila Romana, São Paulo Zona Oeste, São Paulo",1.800
oeste,85 m² construídos2 quartos,"Rua Cotoxo, Perdizes, São Paulo Zona Oeste, São Paulo",2.850
oeste,51 m² construídos1 quarto,"Rua Sansão Alves Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.500
oeste,110 m² construídos3 quartos,"Rua Jericó, Sumarezinho, São Paulo Zona Oeste, São Paulo",5.000
oeste,44 m² construídos1 quarto,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",2.500
oeste,66 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",2.500
oeste,60 m² construídos2 quartos,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2.500
oeste,80 m² construídos2 quartos,"Rua Doutor Homem De Melo, Perdizes, São Paulo Zona Oeste, São Paulo",2.200
oeste,50 m² construídos2 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",2.000
oeste,140 m² construídos3 quartos,"Rua Itacolomi, Higienópolis, São Paulo Zona Oeste, São Paulo",4.000
oeste,50 m² construídos1 quarto,"Rua Doutor Homem De Melo, Perdizes, São Paulo Zona Oeste, São Paulo",2.150
oeste,175 m² construídos3 quartos,"Jardim Paulistano, São Paulo Zona Oeste, São Paulo",7.500
oeste,70 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.400
oeste,80 m² construídos2 quartos,"Rua Doutor Miranda De Azevedo, Pompéia, São Paulo Zona Oeste, São Paulo",2.800
oeste,51 m² construídos1 quarto,"Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2.490
oeste,50 m² construídos2 quartos,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",2.000
oeste,60 m² construídos2 quartos,"Rua Padre Caresia, Jaguaré, São Paulo Zona Oeste, São Paulo",1.600
oeste,56 m² construídos1 quarto,"Rua Ministro Godói, Perdizes, São Paulo Zona Oeste, São Paulo",2.500
oeste,25 m² construídos1 quarto,"Rua Senador Cesar Lacerda Vergueiro, Sumarezinho, São Paulo Zona Oeste, São Paulo",3.500
oeste,63 m² construídos1 quarto,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.800
oeste,210 m² construídos3 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",15.000
oeste,68 m² construídos2 quartos,"Rua Paes Leme, Pinheiros, São Paulo Zona Oeste, São Paulo",8.000
oeste,80 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",6.500
oeste,25 m² construídos1 quarto,"Jardim Paulistano, São Paulo Zona Oeste, São Paulo",2.759
oeste,40 m² construídos1 quarto,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.200
oeste,48 m² construídos2 quartos,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",1.800
oeste,102 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",10.000
oeste,44 m² construídos1 quarto,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.100
