zonas,enderecos,precos,area,quarto
norte,"Santana, São Paulo Zona Norte, São Paulo",4500,70.0,2.0
norte,"Avenida General Ataliba Leonel, Santana, São Paulo Zona Norte, São Paulo",1790,60.0,2.0
norte,"Praça Do Centenário, Casa Verde, São Paulo Zona Norte, São Paulo",1900,100.0,2.0
norte,"Santana, São Paulo Zona Norte, São Paulo",1300,50.0,1.0
norte,"Casa Verde, São Paulo Zona Norte, São Paulo",1650,60.0,2.0
norte,"Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1750,46.0,2.0
norte,"Rua Atílio Piffer, Casa Verde, São Paulo Zona Norte, São Paulo",2500,94.0,3.0
norte,"Sítio Do Morro, São Paulo Zona Norte, São Paulo",1300,55.0,2.0
sul,"Rua Peixoto Gomide, 1491, Jardim Paulista, São Paulo Zona Sul, São Paulo",6000,110.0,3.0
sul,"Rua João De Lacerda Soares, 133, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",2200,70.0,1.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",5100,53.0,1.0
sul,"Vila Independência, São Paulo Zona Sul, São Paulo",2100,60.0,2.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",2900,40.0,1.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",2800,45.0,1.0
sul,"Rua Maria José Da Conceição, Vila Andrade, São Paulo Zona Sul, São Paulo",1950,58.0,2.0
sul,"Itaim Bibi, São Paulo Zona Sul, São Paulo",13000,215.0,5.0
sul,"Rua Zike Tuma, 744 - Jardim Ubirajara, São Paulo - Sp, Brasil, Jardim São Jorge, São Paulo Zona Sul, São Paulo",1000,50.0,2.0
sul,"R. Do Manifesto, 1558, Ipiranga, São Paulo Zona Sul, São Paulo",1399,59.0,1.0
sul,"Rua Cândida Medeiros Da Silva, 92, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1300,62.0,2.0
sul,"Rua Bom Pastor, 1426, Ipiranga, São Paulo Zona Sul, São Paulo",1550,78.0,2.0
sul,"Rua Bom Pastor, 1426, Ipiranga, São Paulo Zona Sul, São Paulo",1750,83.0,2.0
sul,"Avenida Fagundes Filho, 744, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",3300,74.0,3.0
sul,"Rua Bom Pastor, 1557, Ipiranga, São Paulo Zona Sul, São Paulo",2100,33.0,1.0
sul,"Rua Jean De La Huerta, 1013, Vila Brasilina, São Paulo Zona Sul, São Paulo",1600,160.0,2.0
sul,"R. Eduardo Carlos Pereira, 391, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo",1699,70.0,2.0
sul,"Rua Lino Coutinho, 0836, Ipiranga, São Paulo Zona Sul, São Paulo",1299,60.0,1.0
sul,"Rua Malvina Ferrara Samarone, 100, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",2000,45.0,1.0
sul,"R. Alencar Araripe, 74, Sacomã, São Paulo Zona Sul, São Paulo",1300,39.0,2.0
sul,"Vila Olímpia - São Paulo/sp, Vila Olímpia, São Paulo Zona Sul, São Paulo",2300,45.0,
sul,"Rua Mil Oitocentos E Vinte E Dois, 895, Ipiranga, São Paulo Zona Sul, São Paulo",3400,63.0,2.0
sul,"Rua Doutor Gentil Leite Martins, 152, Vila Nova Caledônia, São Paulo Zona Sul, São Paulo",2100,63.0,2.0
sul,"Rua Lino Coutinho, 0237, Ipiranga, São Paulo Zona Sul, São Paulo",2200,87.0,2.0
sul,"Rua Marquês De Olinda, 464, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo",2000,70.0,2.0
sul,"R. Dr. Nicolau Alberto Defina - Jardim Da Saúde, São Paulo - Sp, Brasil, Jardim Saúde, São Paulo Zona Sul, São Paulo",1350,70.0,2.0
sul,"Rua José Quaresma Júnior, 675 - Parque Grajau, São Paulo - Sp, Brasil, Parque Grajaú, São Paulo Zona Sul, São Paulo",750,35.0,1.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",4000,190.0,3.0
sul,"Vila Do Encontro, São Paulo Zona Sul, São Paulo",1300,60.0,2.0
sul,"Avenida Do Cursino, 5781 - Vila Moraes, São Paulo - Sp, Brasil, Sacomã, São Paulo Zona Sul, São Paulo",1500,45.0,2.0
sul,"Vila Mariana, São Paulo Zona Sul, São Paulo",4500,139.0,4.0
sul,"Rua Doutor Fadlo Haidar, 165, Vila Olímpia, São Paulo Zona Sul, São Paulo",6500,110.0,3.0
sul,"Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",4100,119.0,1.0
sul,"R. Bom Pastor, 2056, Ipiranga, São Paulo Zona Sul, São Paulo",1600,34.0,1.0
sul,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",3900,96.0,2.0
sul,"Moema - São Paulo/sp, Moema, São Paulo Zona Sul, São Paulo",3200,64.0,
sul,"R. Tabor, 491, Ipiranga, São Paulo Zona Sul, São Paulo",2500,50.0,2.0
sul,"Rod. Anchieta, 580, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1100,32.0,1.0
sul,"R. Dr. Clemente Jobim, 65, Jardim Da Glória, São Paulo Zona Sul, São Paulo",1500,29.0,1.0
sul,"Vila Nova Conceição - São Paulo/sp, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",3600,50.0,
sul,"R. Alessandro Alberti, 21, Jardim Celeste, São Paulo Zona Sul, São Paulo",1200,45.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",5200,98.0,2.0
sul,"Rua Xavier De Almeida, 0235, Ipiranga, São Paulo Zona Sul, São Paulo",2500,100.0,3.0
sul,"Av. Carioca, 745, Vila Carioca, São Paulo Zona Sul, São Paulo",2200,52.0,2.0
sul,"Itaim Bibi - São Paulo/sp, Itaim Bibi, São Paulo Zona Sul, São Paulo",6800,186.0,3.0
sul,"Largo Senador Raul Cardoso, Vila Clementino, São Paulo Zona Sul, São Paulo",10000,250.0,4.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",2600,82.0,2.0
sul,"Jardim Paulista - São Paulo/sp, Jardim Paulista, São Paulo Zona Sul, São Paulo",3500,96.0,
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",2400,66.0,2.0
sul,"R. Marquês De Lages, 1607, Vila Moraes, São Paulo Zona Sul, São Paulo",1100,60.0,2.0
sul,"Rua Agostinho Gomes, 1326, Ipiranga, São Paulo Zona Sul, São Paulo",1800,45.0,1.0
sul,"Rod. Anchieta, 580, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1400,38.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",4000,35.0,1.0
sul,"Vila Nova Conceição, São Paulo Zona Sul, São Paulo",3150,71.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",3500,65.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",2500,74.0,2.0
sul,"R. Lino Guedes, 128, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",2300,65.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",5000,68.0,2.0
sul,"Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4000,89.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",4500,96.0,3.0
sul,"Rua Said Aiach - Paraíso, São Paulo - Sp, Brasil, Ibirapuera, São Paulo Zona Sul, São Paulo",19000,280.0,3.0
sul,"Vila Moraes, São Paulo Zona Sul, São Paulo",2000,62.0,3.0
sul,"Vila Nova Conceição - São Paulo/sp, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",2300,70.0,1.0
sul,"Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",1100,35.0,1.0
sul,"Itaim Bibi - São Paulo/sp, Itaim Bibi, São Paulo Zona Sul, São Paulo",2950,55.0,
sul,"Rua José Antônio Coelho 764, Vila Mariana, São Paulo Zona Sul, São Paulo",5000,90.0,3.0
sul,"Rua Doutor Benedito Matarazzo - Parque Maria Helena, São Paulo - Sp, Brasil, Capão Redondo, São Paulo Zona Sul, São Paulo",800,30.0,1.0
sul,"Rua Vigário Albernaz 523, Vila Gumercindo, São Paulo Zona Sul, São Paulo",1900,74.0,3.0
sul,"Ref 914, Jardim São Bernardo, São Paulo Zona Sul, São Paulo",1500,56.0,2.0
sul,"Rua Capitão Otávio Machado, 950 - Chácara Santo Antônio (zona Sul), São Paulo - Sp, Brasil, Chácara Santo Antônio (capital Zona Sul), São Paulo Zona Sul, São Paulo",4750,100.0,3.0
sul,"Itaim Bibi - São Paulo/sp, Itaim Bibi, São Paulo Zona Sul, São Paulo",2000,45.0,1.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",4200,80.0,3.0
sul,"Rua José Maria Lisboa, 330 - Jardim Paulista, São Paulo - Sp, Brasil, Jardim Paulista, São Paulo Zona Sul, São Paulo",15000,140.0,3.0
sul,"Rua Das Camélias, Mirandópolis, São Paulo Zona Sul, São Paulo",2500,65.0,2.0
sul,"Rua Dos Jacintos, 15, Mirandópolis, São Paulo Zona Sul, São Paulo",2500,30.0,1.0
sul,"Rua Dos Jacintos, 15, Mirandópolis, São Paulo Zona Sul, São Paulo",2500,30.0,1.0
sul,"Rua Dos Jacintos, 15, Mirandópolis, São Paulo Zona Sul, São Paulo",2300,30.0,1.0
sul,"Rua Adolfo Reile, Jardim Celeste, São Paulo Zona Sul, São Paulo",1400,32.0,1.0
sul,"Rua Joaquim Nunes Teixeira - Vila Plana, São Paulo - Sp, Brasil, Vila Das Belezas, São Paulo Zona Sul, São Paulo",1500,40.0,2.0
sul,"Rua Jaracatiá, 165 - Jardim Umarizal, São Paulo - Sp, Brasil, Campo Limpo, São Paulo Zona Sul, São Paulo",1800,52.0,2.0
sul,"Estrada Dos Mirandas - Jardim Maria Duarte, São Paulo - Sp, Brasil, Campo Limpo, São Paulo Zona Sul, São Paulo",1800,52.0,2.0
sul,"Al. Jauaperi, Moema, São Paulo Zona Sul, São Paulo",3500,75.0,2.0
sul,"Rua Doutor Rafael De Barros,, Paraíso, São Paulo Zona Sul, São Paulo",15000,262.0,4.0
sul,"Rua Itacema, Itaim Bibi, São Paulo Zona Sul, São Paulo",2650,70.0,1.0
sul,"R Teixeira Da Silva, Paraíso, São Paulo Zona Sul, São Paulo",5000,100.0,3.0
sul,"Avenida Presidente Juscelino Kubitschek,, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",8523,57.0,
sul,"Rua Correia De Lemos, Vila Mariana, São Paulo Zona Sul, São Paulo",2900,65.0,2.0
sul,"Rua Do Arraial, Vila Mariana, São Paulo Zona Sul, São Paulo",2800,75.0,3.0
sul,"Jardim Brasil (zona Sul), São Paulo Zona Sul, São Paulo",2980,84.0,3.0
sul,"Moema, São Paulo Zona Sul, São Paulo",4900,67.0,2.0
sul,"Rua Das Flechas, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",3300,72.0,2.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",8250,96.0,2.0
sul,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",7000,71.0,2.0
sul,"Rua Gabriele D Annunzio, Campo Belo, São Paulo Zona Sul, São Paulo",2750,62.0,2.0
sul,"Rua Guarará, Jardim Paulista, São Paulo Zona Sul, São Paulo",23000,200.0,3.0
sul,"Vila Gertrudes, São Paulo Zona Sul, São Paulo",12000,132.0,3.0
sul,"Avenida Coronel Francisco Júlio César Alfieri, Vila São Paulo, São Paulo Zona Sul, São Paulo",2600,69.0,3.0
sul,"Rua Fernando De Noronha, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2000,58.0,2.0
sul,"Alameda  Gabriel Monteiro Da Silva, Jardim América, São Paulo Zona Sul, São Paulo",7000,70.0,2.0
sul,"Avenida Jabaquara, Mirandópolis, São Paulo Zona Sul, São Paulo",175000,40.0,1.0
sul,"Saúde, São Paulo Zona Sul, São Paulo",2500,80.0,1.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",2600,54.0,2.0
sul,"Rua Balthazar Da Veiga, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4603,61.0,2.0
sul,"Aclimação, São Paulo Zona Sul, São Paulo",1080,23.0,1.0
sul,"Campo Belo, São Paulo Zona Sul, São Paulo",10000,276.0,4.0
sul,"Chácara Inglesa, São Paulo Zona Sul, São Paulo",3200,85.0,3.0
sul,"Vila Gertrudes, São Paulo Zona Sul, São Paulo",780000,50.0,1.0
sul,"Vila Uberabinha, São Paulo Zona Sul, São Paulo",5500,209.0,4.0
sul,"Indianópolis, São Paulo Zona Sul, São Paulo",4500,48.0,1.0
sul,"Rua Constantino De Sousa, Campo Belo, São Paulo Zona Sul, São Paulo",2800,48.0,1.0
sul,"Alameda Jauaperi, Moema, São Paulo Zona Sul, São Paulo",15000,473.0,4.0
sul,"Alameda Dos Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",4301,73.0,2.0
sul,"Rua Juquis, Indianópolis, São Paulo Zona Sul, São Paulo",23000,210.0,3.0
sul,"Alameda Jauaperi, Moema, São Paulo Zona Sul, São Paulo",8500,165.0,4.0
sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",4000,118.0,3.0
sul,"Vila Gertrudes, São Paulo Zona Sul, São Paulo",3900,40.0,1.0
sul,"Rua Cônego José Norberto, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",2300,70.0,3.0
sul,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",2500,40.0,1.0
sul,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo Zona Sul, São Paulo",5200,172.0,3.0
sul,"Rua Jaci, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2990,75.0,3.0
sul,"Rua Afonso De Freitas, Paraíso, São Paulo Zona Sul, São Paulo",3700,137.0,3.0
sul,"Rua Professor Arnaldo João Semeraro, Jardim Santa Emília, São Paulo Zona Sul, São Paulo",1600,65.0,3.0
sul,"Avenida Açocê, Indianópolis, São Paulo Zona Sul, São Paulo",14500,200.0,3.0
sul,"Rua Guapiaçu, Vila Clementino, São Paulo Zona Sul, São Paulo",6800,212.0,4.0
sul,"Rua Doutor Bacelar, Vila Clementino, São Paulo Zona Sul, São Paulo",6900,130.0,3.0
sul,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",7000,71.0,1.0
sul,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo Zona Sul, São Paulo",5600,120.0,3.0
sul,"Rua Gabriele D Annunzio, Campo Belo, São Paulo Zona Sul, São Paulo",18000,234.0,3.0
sul,"Rua Doutor Paschoal Imperatriz, Vila Gertrudes, São Paulo Zona Sul, São Paulo",4200,55.0,1.0
sul,"Rua Guararapes, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3200,52.0,1.0
sul,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",5200,157.0,3.0
sul,"Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",4500,92.0,2.0
sul,"Rua Dos Caciques, Vila Da Saúde, São Paulo Zona Sul, São Paulo",4600,85.0,2.0
sul,"Rua Três De Maio, Vila Clementino, São Paulo Zona Sul, São Paulo",2500,60.0,2.0
sul,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",2300,61.0,2.0
sul,"Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",5500,265.0,4.0
sul,"Rua Pedro De Toledo, Vila Clementino, São Paulo Zona Sul, São Paulo",2600,55.0,2.0
sul,"Rua Loefgreen, Vila Clementino, São Paulo Zona Sul, São Paulo",2500,81.0,3.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",3200,65.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",5500,100.0,3.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",8500,76.0,2.0
sul,"Vila Sofia, São Paulo Zona Sul, São Paulo",2113,75.0,3.0
sul,"Alameda Dos Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",10000,182.0,4.0
sul,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo Zona Sul, São Paulo",5500,52.0,1.0
sul,"Mirandópolis, São Paulo Zona Sul, São Paulo",2800,30.0,1.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",4850,77.0,2.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",11550,132.0,2.0
sul,"Santo Amaro, São Paulo Zona Sul, São Paulo",3200,80.0,2.0
sul,"Nova Piraju, São Paulo Zona Sul, São Paulo",3100,70.0,2.0
sul,"Vila Mariana, São Paulo Zona Sul, São Paulo",18500,222.0,4.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",6890,116.0,3.0
sul,"Campo Belo, São Paulo Zona Sul, São Paulo",3000,55.0,2.0
sul,"Planalto Paulista, São Paulo Zona Sul, São Paulo",35000,300.0,4.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",3300,44.0,1.0
sul,"Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",1800,82.0,2.0
sul,"Paraíso, São Paulo Zona Sul, São Paulo",3800,141.0,3.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",3200,45.0,1.0
sul,"Vila Nova Conceição, São Paulo Zona Sul, São Paulo",22000,226.0,4.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",3750000,230.0,3.0
sul,"Rua Napoleão De Barros, Vila Clementino, São Paulo Zona Sul, São Paulo",3000,90.0,3.0
sul,"Rua Itacema, Itaim Bibi, São Paulo Zona Sul, São Paulo",7700,188.0,3.0
sul,"Rua Leopoldo Couto De Magalhães Júnior, Itaim Bibi, São Paulo Zona Sul, São Paulo",13799,105.0,2.0
sul,"Jardim Santo Amaro, São Paulo Zona Sul, São Paulo",3000,47.0,1.0
sul,"Vila Gertrudes, São Paulo Zona Sul, São Paulo",4600,70.0,2.0
sul,"Itaim Bibi, São Paulo Zona Sul, São Paulo",7700,188.0,3.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",4600,51.0,1.0
sul,"Vila Nova Conceição, São Paulo Zona Sul, São Paulo",5000,62.0,2.0
sul,"Vila Gertrudes, São Paulo Zona Sul, São Paulo",9980,147.0,3.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",4000,110.0,3.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",3500,52.0,1.0
sul,"Jardim Das Acácias, São Paulo Zona Sul, São Paulo",4000,100.0,3.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",5000,124.0,3.0
sul,"Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",12000,241.0,3.0
sul,"Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",2000,57.0,2.0
sul,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",6500,163.0,4.0
sul,"Itaim Bibi, São Paulo Zona Sul, São Paulo",4100,81.0,2.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",3693,28.0,1.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",4500,67.0,1.0
sul,"Vila Gertrudes, São Paulo Zona Sul, São Paulo",4200,48.0,1.0
sul,"Avenida Miruna, Indianópolis, São Paulo Zona Sul, São Paulo",3690,100.0,3.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",10000,121.0,1.0
sul,"Vila Nova Conceição, São Paulo Zona Sul, São Paulo",11500,104.0,2.0
sul,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",5200,157.0,3.0
sul,"Avenida 11 De Junho, Vila Clementino, São Paulo Zona Sul, São Paulo",3000,200.0,3.0
sul,"Rua Benedito Lapin, Itaim Bibi, São Paulo Zona Sul, São Paulo",5500,60.0,1.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",18500,240.0,4.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",15800,183.0,3.0
sul,"Rua Dois De Julho, Ipiranga, São Paulo Zona Sul, São Paulo",2600,34.0,1.0
sul,"Avenida Onze De Junho, Vila Clementino, São Paulo Zona Sul, São Paulo",2200,38.0,1.0
sul,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",2200,93.0,2.0
sul,"Rua Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",2775,62.0,2.0
sul,"Avenida Onze De Junho, Vila Clementino, São Paulo Zona Sul, São Paulo",1900,34.0,1.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",4500,76.0,2.0
sul,"Vila Gertrudes, São Paulo Zona Sul, São Paulo",17800,180.0,4.0
sul,"Paraíso, São Paulo Zona Sul, São Paulo",12000,333.0,4.0
sul,"Jardim Petrópolis, São Paulo Zona Sul, São Paulo",2200,92.0,3.0
sul,"Rua Mirassol, Vila Clementino, São Paulo Zona Sul, São Paulo",2800,97.0,3.0
sul,"Rua Ilíria, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1800,58.0,2.0
sul,"Itaim Bibi, São Paulo Zona Sul, São Paulo",5500,232.0,3.0
sul,"Bosque Da Saúde, São Paulo Zona Sul, São Paulo",5300,120.0,3.0
sul,"Rua Tatuí, Jardim Paulista, São Paulo Zona Sul, São Paulo",6000,232.0,3.0
sul,"Itaim Bibi, São Paulo Zona Sul, São Paulo",5700,90.0,2.0
sul,"Vila Nova Conceição, São Paulo Zona Sul, São Paulo",20000,166.0,3.0
sul,"Jardim Paulista, São Paulo Zona Sul, São Paulo",2120,46.0,1.0
sul,"Alameda Franca, Jardim Paulista, São Paulo Zona Sul, São Paulo",5200,71.0,2.0
sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",7800,168.0,3.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",3500,40.0,1.0
sul,"Rua Marcos Lopes, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",6300,86.0,3.0
sul,"Avenida Onze De Junho, Vila Clementino, São Paulo Zona Sul, São Paulo",1600,38.0,1.0
sul,"Santo Amaro, São Paulo Zona Sul, São Paulo",6740,140.0,3.0
sul,"Campo Belo, São Paulo Zona Sul, São Paulo",5000,155.0,3.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",6500,110.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",5500,44.0,1.0
sul,"Vila Gertrudes, São Paulo Zona Sul, São Paulo",3500,51.0,1.0
sul,"Rua Calixto Da Mota, Vila Mariana, São Paulo Zona Sul, São Paulo",5000,66.0,2.0
sul,"Vila Nova Conceição, São Paulo Zona Sul, São Paulo",10900,104.0,1.0
sul,"Campo Belo, São Paulo Zona Sul, São Paulo",15000,220.0,3.0
sul,"Itaim Bibi, São Paulo Zona Sul, São Paulo",7500,170.0,3.0
sul,"Cerqueira César, São Paulo Zona Sul, São Paulo",5435,35.0,1.0
sul,"Rua Princesa Isabel, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3500,95.0,3.0
sul,"Rua Gomes De Carvalho, Vila Olímpia, São Paulo Zona Sul, São Paulo",48000,379.0,4.0
sul,"Brooklin Paulista, São Paulo Zona Sul, São Paulo",3500,55.0,1.0
sul,"Itaim Bibi, São Paulo Zona Sul, São Paulo",5128,98.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",5500,60.0,2.0
sul,"Rua Apeninos, Aclimação, São Paulo Zona Sul, São Paulo",2000,57.0,1.0
sul,"Rua Acarapé, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2500,80.0,2.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",5500,68.0,1.0
sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",6330,81.0,2.0
sul,"Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",1300,40.0,1.0
sul,"Planalto Paulista, São Paulo Zona Sul, São Paulo",2200,89.0,2.0
sul,"Moema, São Paulo Zona Sul, São Paulo",5000,76.0,2.0
sul,"Rua Primeiro De Janeiro, Vila Clementino, São Paulo Zona Sul, São Paulo",1800,53.0,2.0
sul,"Moema, São Paulo Zona Sul, São Paulo",5500,72.0,2.0
sul,"Coronel Joaquim Ferreira Lôbo, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4200,35.0,1.0
sul,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",5500,157.0,3.0
sul,"Rua Eça De Queiróz, Vila Mariana, São Paulo Zona Sul, São Paulo",2500,90.0,2.0
