zonas_leste,zonas_norte,zonas_oeste,zonas_sul,precos,area,quarto
0,1,0,0,8.268988209506656,4.290459441148391,1.3862943611198906
0,0,1,0,7.824445930877619,4.2626798770413155,1.0986122886681096
0,1,0,0,7.601402334583733,4.51085950651685,1.3862943611198906
1,0,0,0,7.696667081526462,4.110873864173311,1.0986122886681096
0,1,0,0,7.00397413672268,4.02535169073515,1.0986122886681096
0,0,1,0,7.919719760924575,4.477336814478207,1.0986122886681096
0,1,0,0,7.409136443920128,4.0943445622221,1.0986122886681096
0,0,0,1,7.824445930877619,4.189654742026425,1.0986122886681096
1,0,0,0,7.3783837129967145,4.143134726391533,1.0986122886681096
0,0,1,0,7.170888478512505,3.912023005428146,0.6931471805599453
0,1,0,0,7.359467638255621,4.02535169073515,1.0986122886681096
1,0,0,0,8.006700845440367,4.143134726391533,1.0986122886681096
0,0,1,0,8.602453035367061,3.5553480614894135,0.6931471805599453
0,0,1,0,8.160803920954665,3.9318256327243257,0.6931471805599453
0,0,1,0,8.160803920954665,3.9512437185814275,0.6931471805599453
0,1,0,0,6.985641817639208,3.6635616461296463,0.6931471805599453
1,0,0,0,8.160803920954665,4.2626798770413155,1.0986122886681096
0,1,0,0,7.532088143541722,4.060443010546419,1.0986122886681096
0,0,0,1,8.612685172875459,4.61512051684126,1.3862943611198906
0,0,1,0,8.160803920954665,3.258096538021482,0.6931471805599453
0,0,0,1,7.824445930877619,4.61512051684126,1.3862943611198906
0,1,0,0,8.699681400989514,5.384495062789089,1.6094379124341003
0,0,0,1,7.0909098220799835,3.828641396489095,1.0986122886681096
0,1,0,0,7.313886831633462,4.248495242049359,1.0986122886681096
0,1,0,0,7.00397413672268,3.9318256327243257,1.0986122886681096
1,0,0,0,7.496097345175956,4.290459441148391,1.3862943611198906
1,0,0,0,7.1316985104669115,4.02535169073515,1.0986122886681096
0,0,1,0,7.937731775260109,4.465908118654584,1.0986122886681096
1,0,0,0,7.601402334583733,4.0943445622221,1.0986122886681096
0,0,1,0,7.901377353792616,4.394449154672439,1.3862943611198906
0,0,0,1,8.160803920954665,4.330733340286331,1.0986122886681096
0,1,0,0,7.313886831633462,3.8918202981106265,1.0986122886681096
0,1,0,0,8.071218539969863,4.127134385045092,1.0986122886681096
0,1,0,0,7.244941546337007,3.713572066704308,0.6931471805599453
0,1,0,0,7.490529402060711,4.2626798770413155,1.0986122886681096
0,1,0,0,8.268988209506656,5.017279836814924,1.0986122886681096
0,0,1,0,8.612685172875459,4.330733340286331,0.6931471805599453
0,0,1,0,7.783640596221253,4.330733340286331,1.3862943611198906
0,1,0,0,7.00397413672268,4.02535169073515,1.0986122886681096
0,1,0,0,7.170888478512505,3.6888794541139363,0.6931471805599453
1,0,0,0,7.783640596221253,4.330733340286331,1.3862943611198906
1,0,0,0,7.208600337960199,4.189654742026425,1.0986122886681096
1,0,0,0,7.3783837129967145,3.713572066704308,1.0986122886681096
0,1,0,0,7.00397413672268,3.9318256327243257,1.0986122886681096
0,1,0,0,6.2166061010848646,3.58351893845611,0.6931471805599453
0,0,1,0,8.09132127353041,3.4657359027997265,0.6931471805599453
0,0,1,0,7.438971592395862,4.2626798770413155,1.0986122886681096
1,0,0,0,7.313886831633462,3.9318256327243257,1.3862943611198906
1,0,0,0,7.484930283289661,4.007333185232471,1.0986122886681096
0,0,1,0,8.77971129020447,4.394449154672439,1.0986122886681096
0,0,1,0,7.550135342488429,3.6375861597263857,0.6931471805599453
1,0,0,0,7.00850518208228,4.04305126783455,1.0986122886681096
0,0,1,0,8.006700845440367,4.394449154672439,1.0986122886681096
0,0,0,1,7.496097345175956,3.970291913552122,1.0986122886681096
0,0,0,1,7.496097345175956,4.418840607796598,1.0986122886681096
0,0,0,1,8.412054873292933,4.532599493153256,1.0986122886681096
0,0,0,1,8.000014093678072,4.442651256490317,1.3862943611198906
0,0,1,0,9.350189267092581,5.017279836814924,1.0986122886681096
0,0,1,0,7.955425088912672,4.454347296253507,1.0986122886681096
0,0,1,0,7.696667081526462,4.110873864173311,1.0986122886681096
0,0,1,0,8.987321812850125,4.23410650459726,1.0986122886681096
0,1,0,0,7.601402334583733,4.382026634673881,1.0986122886681096
0,0,0,1,7.8636512654486515,4.02535169073515,1.0986122886681096
1,0,0,0,7.3783837129967145,3.6888794541139363,0.6931471805599453
0,0,1,0,7.804251383528112,4.394449154672439,1.0986122886681096
0,0,1,0,7.8636512654486515,4.709530201312334,1.3862943611198906
0,0,1,0,6.68586094706836,3.044522437723423,0.6931471805599453
0,0,0,1,7.696667081526462,3.970291913552122,1.0986122886681096
0,0,0,1,8.412054873292933,4.343805421853684,1.0986122886681096
1,0,0,0,7.3783837129967145,4.110873864173311,1.0986122886681096
0,0,0,1,8.922791623969637,5.14166355650266,1.3862943611198906
0,0,1,0,7.824445930877619,3.8066624897703196,0.6931471805599453
0,1,0,0,7.824445930877619,3.828641396489095,0.6931471805599453
0,0,0,1,8.612685172875459,5.062595033026967,1.3862943611198906
0,0,1,0,7.170888478512505,3.784189633918261,1.0986122886681096
0,0,1,0,7.409136443920128,3.7612001156935624,0.6931471805599453
0,0,1,0,7.601402334583733,4.060443010546419,1.0986122886681096
0,0,1,0,8.412054873292933,4.875197323201151,1.3862943611198906
0,1,0,0,7.601402334583733,3.713572066704308,1.0986122886681096
0,0,1,0,8.476579508530941,4.382026634673881,1.0986122886681096
0,1,0,0,7.170888478512505,3.6888794541139363,0.6931471805599453
0,1,0,0,8.03947991910045,4.465908118654584,1.3862943611198906
0,0,1,0,7.741099090035366,3.970291913552122,1.0986122886681096
1,0,0,0,8.45553053102413,5.6240175061873385,1.3862943611198906
0,1,0,0,8.517393171418904,4.897839799950911,1.3862943611198906
0,0,1,0,7.8636512654486515,4.442651256490317,1.3862943611198906
0,0,0,1,7.8636512654486515,3.5553480614894135,0.6931471805599453
0,1,0,0,7.00397413672268,3.9512437185814275,1.0986122886681096
0,0,0,1,7.741099090035366,4.2626798770413155,1.3862943611198906
0,1,0,0,8.268988209506656,4.394449154672439,1.3862943611198906
0,0,0,1,7.696667081526462,3.6635616461296463,0.6931471805599453
1,0,0,0,6.90875477931522,3.8066624897703196,1.0986122886681096
0,0,0,1,7.824445930877619,3.9318256327243257,1.0986122886681096
1,0,0,0,8.517393171418904,4.663439094112067,1.3862943611198906
0,1,0,0,7.8636512654486515,4.770684624465665,1.3862943611198906
0,0,0,1,8.839421607620602,4.875197323201151,1.3862943611198906
1,0,0,0,7.523481312573497,3.8918202981106265,1.0986122886681096
0,1,0,0,7.696667081526462,4.2626798770413155,1.0986122886681096
1,0,0,0,9.210440366976517,4.955827057601261,1.3862943611198906
1,0,0,0,7.824445930877619,4.174387269895637,1.3862943611198906
0,0,0,1,7.783640596221253,4.204692619390966,1.0986122886681096
0,1,0,0,7.208600337960199,3.970291913552122,1.0986122886681096
0,0,0,1,7.313886831633462,4.04305126783455,1.0986122886681096
0,0,0,1,8.160803920954665,4.02535169073515,0.6931471805599453
0,0,1,0,7.1316985104669115,3.8918202981106265,1.0986122886681096
0,0,0,1,8.160803920954665,4.574710978503383,1.0986122886681096
0,1,0,0,7.0909098220799835,4.110873864173311,1.0986122886681096
1,0,0,0,7.313886831633462,3.8712010109078907,1.0986122886681096
1,0,0,0,7.937374696163295,4.189654742026425,1.0986122886681096
1,0,0,0,7.3783837129967145,3.9512437185814275,1.0986122886681096
1,0,0,0,7.989899374942939,4.499809670330265,1.3862943611198906
0,1,0,0,7.170888478512505,4.02535169073515,1.0986122886681096
1,0,0,0,7.741099090035366,4.356708826689592,1.3862943611198906
0,0,1,0,8.131824785007195,4.330733340286331,1.0986122886681096
0,0,0,1,8.434680769841773,4.127134385045092,1.0986122886681096
1,0,0,0,7.576097340623111,3.8918202981106265,1.0986122886681096
0,0,1,0,7.937731775260109,4.430816798843313,1.3862943611198906
1,0,0,0,6.883462586413092,4.04305126783455,1.0986122886681096
1,0,0,0,7.650168700845001,4.394449154672439,1.3862943611198906
0,0,0,1,8.294299608857235,4.61512051684126,1.3862943611198906
0,1,0,0,8.101980731853192,4.394449154672439,1.3862943611198906
1,0,0,0,8.412054873292933,5.198497031265826,1.3862943611198906
0,0,0,1,8.962007209588313,5.1298987149230735,1.3862943611198906
1,0,0,0,7.8636512654486515,4.04305126783455,1.0986122886681096
1,0,0,0,7.650168700845001,4.219507705176107,1.0986122886681096
0,1,0,0,7.313886831633462,3.713572066704308,1.0986122886681096
0,0,1,0,7.8636512654486515,3.58351893845611,0.6931471805599453
1,0,0,0,7.540090320145325,3.828641396489095,1.0986122886681096
0,0,0,1,7.313886831633462,3.713572066704308,1.0986122886681096
0,0,1,0,6.898714534329988,3.828641396489095,1.0986122886681096
0,0,1,0,8.24301946898925,4.418840607796598,1.3862943611198906
0,0,0,1,7.919719760924575,4.143134726391533,1.0986122886681096
0,0,1,0,7.8636512654486515,4.110873864173311,1.0986122886681096
1,0,0,0,7.824445930877619,4.02535169073515,1.0986122886681096
0,1,0,0,7.208600337960199,3.970291913552122,1.0986122886681096
0,0,1,0,7.438971592395862,3.828641396489095,0.6931471805599453
0,0,0,1,8.294299608857235,4.77912349311153,1.3862943611198906
0,0,1,0,8.630700432209832,5.37989735354046,1.3862943611198906
0,0,1,0,7.901377353792616,4.143134726391533,1.0986122886681096
0,0,1,0,7.8826922062890254,3.8918202981106265,0.6931471805599453
1,0,0,0,7.00397413672268,3.9318256327243257,1.0986122886681096
0,1,0,0,7.409136443920128,4.110873864173311,1.3862943611198906
0,0,0,1,7.244941546337007,3.6635616461296463,1.0986122886681096
0,1,0,0,7.650168700845001,4.23410650459726,1.0986122886681096
0,0,1,0,7.696667081526462,4.02535169073515,1.0986122886681096
0,0,1,0,8.160803920954665,4.3694478524670215,1.0986122886681096
0,1,0,0,7.762596048540069,4.330733340286331,1.3862943611198906
0,0,1,0,7.937731775260109,4.02535169073515,0.6931471805599453
0,1,0,0,8.400884069015854,5.53338948872752,1.3862943611198906
0,0,0,1,8.542665987389269,4.59511985013459,1.0986122886681096
1,0,0,0,7.824445930877619,4.836281906951478,1.3862943611198906
0,0,1,0,8.45553053102413,4.060443010546419,0.6931471805599453
0,1,0,0,7.62608275807238,4.110873864173311,1.0986122886681096
0,0,1,0,8.006700845440367,4.820281565605037,1.3862943611198906
0,0,1,0,7.919719760924575,4.430816798843313,1.0986122886681096
0,0,0,1,7.3783837129967145,4.189654742026425,1.3862943611198906
1,0,0,0,8.517393171418904,4.663439094112067,1.3862943611198906
0,1,0,0,7.048386408721883,3.332204510175204,0.6931471805599453
0,0,1,0,7.576097340623111,3.970291913552122,1.0986122886681096
0,1,0,0,7.170888478512505,3.6888794541139363,0.6931471805599453
1,0,0,0,7.824445930877619,4.454347296253507,1.3862943611198906
1,0,0,0,7.496097345175956,4.07753744390572,1.0986122886681096
1,0,0,0,7.313886831633462,3.9318256327243257,1.0986122886681096
0,1,0,0,7.313886831633462,4.23410650459726,1.0986122886681096
0,0,1,0,7.824445930877619,4.110873864173311,1.0986122886681096
0,0,0,1,7.972810784121404,4.189654742026425,1.0986122886681096
0,1,0,0,7.340186835320115,3.713572066704308,1.0986122886681096
0,0,1,0,7.9229859587111955,3.258096538021482,0.6931471805599453
1,0,0,0,8.294299608857235,4.736198448394496,1.3862943611198906
0,0,1,0,8.253488028345904,3.8066624897703196,0.6931471805599453
0,1,0,0,7.0909098220799835,4.04305126783455,1.0986122886681096
1,0,0,0,9.392745258631441,5.455321115357702,1.3862943611198906
0,0,0,1,9.798182590890704,5.459585514144159,1.3862943611198906
1,0,0,0,7.2196420401307355,4.02535169073515,1.0986122886681096
0,1,0,0,7.384610383176974,3.912023005428146,1.0986122886681096
0,1,0,0,8.006700845440367,4.394449154672439,1.3862943611198906
0,1,0,0,8.006700845440367,4.663439094112067,1.3862943611198906
0,1,0,0,7.878912912297132,4.174387269895637,1.0986122886681096
0,0,0,1,8.837971491357209,4.762173934797756,1.3862943611198906
0,0,1,0,7.313886831633462,4.110873864173311,1.0986122886681096
1,0,0,0,6.960347729101308,3.784189633918261,1.0986122886681096
0,1,0,0,7.696667081526462,3.828641396489095,1.0986122886681096
0,1,0,0,7.280008252884188,3.9318256327243257,1.0986122886681096
0,0,0,1,9.296609807128359,4.653960350157523,0.6931471805599453
0,0,0,1,7.656337166430183,4.330733340286331,1.3862943611198906
0,0,0,1,9.99884318585288,5.424950017481403,1.6094379124341003
0,1,0,0,7.438971592395862,3.9318256327243257,1.0986122886681096
0,0,1,0,7.824445930877619,4.110873864173311,0.6931471805599453
0,1,0,0,7.00397413672268,3.4339872044851463,0.6931471805599453
0,1,0,0,7.3783837129967145,4.394449154672439,1.0986122886681096
0,1,0,0,7.550135342488429,3.9318256327243257,1.0986122886681096
0,0,0,1,7.824445930877619,4.110873864173311,1.0986122886681096
0,1,0,0,8.160803920954665,5.3981627015177525,1.6094379124341003
0,1,0,0,8.160803920954665,4.795790545596741,1.3862943611198906
0,0,0,1,8.77971129020447,4.709530201312334,1.0986122886681096
0,0,0,1,10.463131911491967,5.707110264748875,1.6094379124341003
1,0,0,0,7.45182223652793,3.6635616461296463,0.6931471805599453
0,0,1,0,7.824445930877619,4.2626798770413155,1.0986122886681096
0,1,0,0,7.170888478512505,3.6888794541139363,0.6931471805599453
1,0,0,0,7.496097345175956,3.912023005428146,1.0986122886681096
0,1,0,0,7.937731775260109,4.394449154672439,1.6094379124341003
1,0,0,0,7.244941546337007,4.02535169073515,1.0986122886681096
0,0,0,1,8.556606193773073,5.062595033026967,1.3862943611198906
1,0,0,0,8.517393171418904,4.663439094112067,1.3862943611198906
0,0,0,1,8.188966863648876,3.9318256327243257,1.0986122886681096
0,0,0,1,8.412054873292933,4.941642422609304,1.6094379124341003
0,1,0,0,7.550135342488429,3.713572066704308,1.0986122886681096
0,0,0,1,9.392745258631441,4.890349128221754,1.3862943611198906
0,0,1,0,7.601402334583733,3.970291913552122,1.0986122886681096
0,0,0,1,15.137266664613225,5.442417710521793,1.3862943611198906
1,0,0,0,6.85751406254539,3.713572066704308,1.0986122886681096
0,1,0,0,7.269616749608169,4.110873864173311,1.0986122886681096
0,0,1,0,8.160803920954665,4.553876891600541,1.3862943611198906
0,1,0,0,8.071218539969863,4.430816798843313,1.3862943611198906
1,0,0,0,7.313886831633462,3.6635616461296463,1.0986122886681096
0,1,0,0,7.3783837129967145,4.477336814478207,1.3862943611198906
0,0,1,0,8.294299608857235,4.304065093204169,1.0986122886681096
0,1,0,0,6.90875477931522,3.970291913552122,1.0986122886681096
0,0,1,0,8.160803920954665,4.330733340286331,1.0986122886681096
1,0,0,0,7.170888478512505,3.713572066704308,1.0986122886681096
0,0,1,0,7.3783837129967145,4.110873864173311,1.0986122886681096
1,0,0,0,7.496097345175956,3.8918202981106265,1.0986122886681096
0,0,1,0,8.922791623969637,5.170483995038151,1.3862943611198906
0,1,0,0,7.937731775260109,4.59511985013459,1.3862943611198906
0,0,0,1,7.496097345175956,3.970291913552122,1.0986122886681096
0,0,1,0,8.732465848349879,5.204006687076795,1.3862943611198906
0,0,1,0,7.696667081526462,4.1588830833596715,1.3862943611198906
0,0,1,0,7.601402334583733,3.912023005428146,1.0986122886681096
0,0,0,1,8.160803920954665,3.970291913552122,0.6931471805599453
0,0,0,1,7.438383530044307,4.2626798770413155,1.0986122886681096
0,0,0,1,6.985641817639208,3.1780538303479458,0.6931471805599453
1,0,0,0,8.006700845440367,4.532599493153256,1.3862943611198906
0,0,1,0,7.824445930877619,3.970291913552122,1.0986122886681096
1,0,0,0,7.170888478512505,4.110873864173311,1.0986122886681096
0,1,0,0,7.313886831633462,4.31748811353631,1.0986122886681096
0,0,1,0,7.972810784121404,4.04305126783455,1.0986122886681096
0,0,0,1,8.753213480544126,4.406719247264253,1.0986122886681096
0,0,0,1,7.170888478512505,3.6888794541139363,1.0986122886681096
0,0,1,0,8.006700845440367,4.564348191467836,1.3862943611198906
0,1,0,0,7.409136443920128,3.8712010109078907,1.0986122886681096
1,0,0,0,9.680406499268875,5.303304908059076,1.6094379124341003
0,0,1,0,7.208600337960199,4.02535169073515,1.3862943611198906
0,1,0,0,7.0909098220799835,4.02535169073515,1.0986122886681096
0,0,0,1,8.517393171418904,4.8283137373023015,1.3862943611198906
0,0,0,1,8.434028950155469,4.2626798770413155,1.0986122886681096
0,1,0,0,7.741099090035366,4.04305126783455,1.0986122886681096
0,1,0,0,7.244941546337007,4.110873864173311,1.0986122886681096
0,1,0,0,6.621405651764134,3.58351893845611,0.6931471805599453
0,1,0,0,7.170888478512505,3.6888794541139363,0.6931471805599453
0,0,0,1,8.101980731853192,4.290459441148391,1.0986122886681096
0,0,1,0,7.8636512654486515,4.394449154672439,1.0986122886681096
1,0,0,0,7.244941546337007,3.8501476017100584,0.6931471805599453
1,0,0,0,8.612685172875459,4.499809670330265,1.3862943611198906
0,0,1,0,7.650168700845001,3.713572066704308,0.6931471805599453
0,0,1,0,7.208600337960199,3.58351893845611,0.6931471805599453
1,0,0,0,8.497194544909547,4.663439094112067,1.3862943611198906
0,0,1,0,8.412054873292933,5.1298987149230735,1.3862943611198906
0,0,0,1,8.055475141757274,4.276666119016055,1.0986122886681096
0,0,1,0,8.476579508530941,4.1588830833596715,0.6931471805599453
0,0,0,1,8.213652703029998,4.61512051684126,1.3862943611198906
0,0,1,0,8.160803920954665,4.430816798843313,0.6931471805599453
1,0,0,0,7.550135342488429,3.713572066704308,0.6931471805599453
0,0,1,0,8.648396877031582,3.7376696182833684,0.6931471805599453
0,0,1,0,7.409136443920128,4.189654742026425,1.3862943611198906
0,0,0,1,8.824824939175638,5.3612921657094255,1.6094379124341003
1,0,0,0,6.994849985833071,3.713572066704308,1.0986122886681096
0,0,0,1,8.31898612539206,4.406719247264253,1.0986122886681096
0,0,1,0,7.550135342488429,3.784189633918261,1.0986122886681096
0,0,1,0,7.251344983372214,3.713572066704308,0.6931471805599453
0,0,0,1,7.550135342488429,3.5553480614894135,0.6931471805599453
0,1,0,0,7.824445930877619,4.110873864173311,1.0986122886681096
1,0,0,0,7.438971592395862,4.23410650459726,1.0986122886681096
0,1,0,0,7.313886831633462,4.110873864173311,1.0986122886681096
1,0,0,0,8.476579508530941,4.663439094112067,1.3862943611198906
0,0,1,0,7.409136443920128,4.189654742026425,1.3862943611198906
0,0,0,1,8.612685172875459,4.110873864173311,0.6931471805599453
0,0,0,1,9.581972891547895,5.303304908059076,1.3862943611198906
0,0,1,0,7.937731775260109,4.394449154672439,1.0986122886681096
0,0,0,1,9.208438564686587,4.997212273764115,1.3862943611198906
0,1,0,0,7.783640596221253,4.110873864173311,1.0986122886681096
0,0,0,1,7.00397413672268,3.4965075614664802,0.6931471805599453
0,0,1,0,7.00397413672268,5.5254529391317835,1.0986122886681096
0,1,0,0,7.244941546337007,3.9318256327243257,1.0986122886681096
0,0,0,1,8.600798775271034,3.58351893845611,0.6931471805599453
0,0,1,0,8.294299608857235,4.948759890378168,1.3862943611198906
0,0,0,1,7.741099090035366,3.828641396489095,1.0986122886681096
0,0,1,0,8.308938252595778,3.8066624897703196,1.0986122886681096
0,0,1,0,8.101980731853192,3.7612001156935624,0.6931471805599453
0,0,0,1,7.170119543449628,4.110873864173311,0.6931471805599453
1,0,0,0,8.412054873292933,5.123963979403259,1.3862943611198906
0,0,0,1,8.006700845440367,3.9889840465642745,1.0986122886681096
1,0,0,0,7.00397413672268,3.6635616461296463,0.6931471805599453
0,0,1,0,9.474318717728728,5.5254529391317835,1.6094379124341003
1,0,0,0,8.412054873292933,4.532599493153256,1.3862943611198906
1,0,0,0,7.496097345175956,3.8712010109078907,1.0986122886681096
0,1,0,0,7.650168700845001,4.110873864173311,1.0986122886681096
1,0,0,0,7.696667081526462,4.219507705176107,1.0986122886681096
1,0,0,0,7.741099090035366,4.290459441148391,1.3862943611198906
0,0,0,1,9.392745258631441,5.8111409929767,1.6094379124341003
1,0,0,0,8.294299608857235,4.736198448394496,1.3862943611198906
0,0,1,0,8.594339400592892,4.343805421853684,1.0986122886681096
0,0,1,0,8.146419323098003,4.189654742026425,1.0986122886681096
0,0,0,1,7.601402334583733,4.143134726391533,1.3862943611198906
0,0,0,1,9.61587214452889,4.948759890378168,1.3862943611198906
0,0,0,1,9.472781556562168,5.375278407684165,1.791759469228055
0,0,0,1,9.61587214452889,6.161207321695077,1.6094379124341003
0,0,0,1,8.630700432209832,4.795790545596741,1.3862943611198906
1,0,0,0,6.90875477931522,3.2188758248682006,0.6931471805599453
0,1,0,0,7.0909098220799835,4.07753744390572,1.0986122886681096
1,0,0,0,8.412054873292933,4.2626798770413155,1.0986122886681096
0,0,1,0,7.696667081526462,3.6109179126442243,0.6931471805599453
0,1,0,0,7.741099090035366,3.713572066704308,1.0986122886681096
0,1,0,0,7.3783837129967145,3.713572066704308,1.0986122886681096
1,0,0,0,7.1316985104669115,4.330733340286331,0.6931471805599453
0,0,1,0,8.546557800046141,4.31748811353631,0.6931471805599453
0,0,0,1,8.748463629942055,4.465908118654584,1.3862943611198906
0,0,0,1,8.517393171418904,4.143134726391533,1.0986122886681096
0,1,0,0,8.006700845440367,4.634728988229636,1.3862943611198906
0,0,1,0,8.77971129020447,4.394449154672439,1.0986122886681096
0,0,1,0,8.160803920954665,3.9318256327243257,0.6931471805599453
0,0,1,0,8.071218539969863,3.713572066704308,0.6931471805599453
0,1,0,0,7.937731775260109,4.394449154672439,1.6094379124341003
0,0,0,1,8.612685172875459,3.8066624897703196,0.6931471805599453
0,1,0,0,8.497194544909547,5.081404364984463,1.3862943611198906
0,0,0,1,8.824824939175638,5.231108616854587,1.3862943611198906
0,0,1,0,7.783640596221253,3.8712010109078907,1.0986122886681096
1,0,0,0,7.741099090035366,3.58351893845611,0.6931471805599453
1,0,0,0,7.346655163176539,3.9318256327243257,1.0986122886681096
0,0,1,0,8.006700845440367,4.51085950651685,1.0986122886681096
0,1,0,0,6.90875477931522,3.828641396489095,1.0986122886681096
0,1,0,0,7.601402334583733,4.07753744390572,1.0986122886681096
0,1,0,0,6.85751406254539,3.828641396489095,1.0986122886681096
0,1,0,0,7.170888478512505,3.784189633918261,1.0986122886681096
0,0,0,1,8.46611040118692,4.61512051684126,1.3862943611198906
0,1,0,0,7.496097345175956,4.110873864173311,1.0986122886681096
0,0,1,0,7.824445930877619,4.204692619390966,0.6931471805599453
1,0,0,0,7.540090320145325,3.828641396489095,1.0986122886681096
0,0,1,0,7.783640596221253,4.2626798770413155,1.0986122886681096
0,0,0,1,8.815963560853438,4.948759890378168,1.3862943611198906
0,1,0,0,7.3783837129967145,4.189654742026425,1.0986122886681096
1,0,0,0,8.071218539969863,4.02535169073515,0.6931471805599453
0,0,1,0,7.550135342488429,3.828641396489095,0.6931471805599453
0,1,0,0,7.3783837129967145,4.672828834461906,1.3862943611198906
0,0,0,1,7.741099090035366,3.4339872044851463,0.6931471805599453
0,1,0,0,7.550135342488429,4.23410650459726,1.0986122886681096
0,1,0,0,7.650168700845001,4.189654742026425,1.3862943611198906
0,1,0,0,8.45553053102413,4.394449154672439,1.0986122886681096
0,1,0,0,8.071218539969863,4.430816798843313,1.3862943611198906
0,0,0,1,9.35452729228868,4.890349128221754,1.0986122886681096
1,0,0,0,6.878326468291325,3.8918202981106265,1.0986122886681096
1,0,0,0,6.666956792429207,3.7612001156935624,1.0986122886681096
1,0,0,0,7.280008252884188,3.713572066704308,0.6931471805599453
0,1,0,0,7.0909098220799835,4.418840607796598,1.3862943611198906
0,0,0,1,7.346655163176539,4.3694478524670215,1.0986122886681096
0,0,0,1,6.90875477931522,3.9318256327243257,1.0986122886681096
0,0,1,0,7.820439515262181,3.9512437185814275,0.6931471805599453
0,1,0,0,7.496097345175956,4.2626798770413155,1.3862943611198906
0,0,1,0,7.741099090035366,4.189654742026425,1.0986122886681096
0,0,0,1,8.77971129020447,5.099866427824199,1.6094379124341003
